Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
10096,"STOERZINGER, ALLEN",F,"$56,106.00 ",HHS,Department of Health and Human Services,Permanent Supportive Housing,Fulltime-Regular,Social Worker II,RICHARD THOMAS,Filled,11/20/2014,12/8/2014,12/12/2014,12/28/2014,1/8/2015,1/13/2015,1/21/2015,1/24/2015
10097,"SCHNEIDMAN, CATHERINE",F,"$51,138.00 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,JENNIFER MARTINEZ,Filled,10/30/2014,11/11/2014,11/18/2014,12/13/2014,12/27/2014,1/4/2015,1/19/2015,1/24/2015
10098,"LOCANTORE, EARL",M,"$33,229.00 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,11/8/2014,11/22/2014,11/27/2014,12/16/2014,1/2/2015,1/6/2015,1/15/2015,1/24/2015
10099,"PARKINGTON, WILFREDO",M,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/21/2014,12/3/2014,12/14/2014,12/27/2014,1/2/2015,1/5/2015,1/15/2015,1/24/2015
10100,"TERMEER, CEDRICK",M,"$45,500.00 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,RICHARD THOMAS,Filled,12/3/2014,12/11/2014,12/17/2014,1/4/2015,1/8/2015,1/10/2015,1/14/2015,1/24/2015
10101,"BAJDA, STEPHENIE",F,"$47,600.00 ",HHS,Department of Health and Human Services,Early Childhood Services,Fulltime-Regular,Program Specialist I,MARIA TAYLOR,Filled,11/26/2014,12/4/2014,12/11/2014,12/18/2014,12/27/2014,1/6/2015,1/13/2015,1/24/2015
10102,"LAZZARONI, JAMIE",M,"$39,062.00 ",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,JOHN BROWN,Filled,10/24/2014,11/15/2014,11/21/2014,12/19/2014,12/27/2014,1/7/2015,1/12/2015,1/24/2015
10103,"THOREEN, LARRAINE",F,"$15,969.00 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,JOSEPH JACKSON,Filled,11/12/2014,11/21/2014,11/29/2014,12/20/2014,1/2/2015,1/6/2015,1/12/2015,1/24/2015
10104,"GRANDELL, TERENCE",M,"$15,969.00 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,CHARLES MOORE,Filled,11/21/2014,12/5/2014,12/11/2014,12/25/2014,1/4/2015,1/10/2015,1/11/2015,1/24/2015
10105,"VERMAN, CYRUS",M,"$15,969.00 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,DOROTHY THOMPSON,Filled,10/27/2014,11/13/2014,11/18/2014,12/10/2014,12/21/2014,12/29/2014,1/11/2015,1/24/2015
10106,"QADEER, EARNEST",M,"$40,731.00 ",HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Housing Code Inspector III,JENNIFER MARTINEZ,Filled,11/10/2014,11/13/2014,11/23/2014,12/17/2014,12/24/2014,12/30/2014,1/10/2015,1/24/2015
10107,"FERLAZZO, MARCIE",F,"$56,106.25 ",HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,Fulltime-Regular,Therapist II,JENNIFER MARTINEZ,Filled,10/26/2014,11/10/2014,11/18/2014,12/9/2014,12/19/2014,12/29/2014,1/9/2015,1/24/2015
10108,"CAPACCIO, JARRED",M,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,11/14/2014,11/23/2014,11/29/2014,12/14/2014,12/28/2014,1/1/2015,1/8/2015,1/24/2015
10109,"URENDA, REGGIE",M,"$60,500.00 ",DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,10/12/2014,11/1/2014,11/12/2014,12/3/2014,12/15/2014,12/28/2014,1/7/2015,1/24/2015
10110,"ALCHIN, ELWOOD",M,"$73,000.00 ",POL,Department of Police,MSB Personnel Division,Fulltime-Regular,Administrative Specialist III,JOSEPH JACKSON,Filled,11/7/2014,11/15/2014,11/19/2014,12/10/2014,12/25/2014,1/1/2015,1/5/2015,1/24/2015
10111,"JACQUIN, LILLIAM",F,"$68,340.00 ",NDA,Non-Departmental Account,MCERP,Fulltime-Regular,Administrative Specialist II,SUSAN HERNANDEZ,Filled,11/10/2014,11/18/2014,11/23/2014,12/9/2014,12/25/2014,1/6/2015,1/16/2015,1/23/2015
10112,"AGNES, RAMON",M,"$15,222.48 ",LIB,Department of Public Libraries,Rockville Library,Parttime-Regular,Library Aide,SUSAN HERNANDEZ,Filled,10/23/2014,11/7/2014,11/19/2014,12/10/2014,12/27/2014,1/5/2015,1/16/2015,1/23/2015
10113,"HIKE, CARSON",M,"$76,500.00 ",DOT,Department of Transportation,Transportation Property Acquisition Section,Fulltime-Regular,Real Estate Specialist III,ROBERT MILLER,Filled,11/9/2014,11/26/2014,12/5/2014,12/24/2014,1/2/2015,1/9/2015,1/14/2015,1/23/2015
10114,"TREMMEL, NEIL",M,"$65,280.00 ",DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Engineer I,PATRICIA WILLIAMS,Filled,11/10/2014,11/18/2014,12/2/2014,12/19/2014,12/27/2014,1/6/2015,1/13/2015,1/23/2015
10115,"RAMIREZTORRES, LENNY",M,"$15,222.48 ",LIB,Department of Public Libraries,Olney Library,Parttime-Regular,Library Aide,SUSAN HERNANDEZ,Filled,11/2/2014,11/18/2014,11/23/2014,12/10/2014,12/23/2014,1/3/2015,1/13/2015,1/23/2015
10116,"DERWIN, ALFREDO",M,"$61,200.00 ",DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,11/9/2014,11/15/2014,11/20/2014,12/6/2014,12/19/2014,12/31/2014,1/9/2015,1/23/2015
10117,"BALISTRERI, EDDIE",M,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,10/25/2014,11/1/2014,11/10/2014,12/6/2014,12/13/2014,12/30/2014,1/7/2015,1/23/2015
10118,"GOODARD, MELYNDA",F,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,10/29/2014,11/5/2014,11/12/2014,12/5/2014,12/20/2014,12/29/2014,1/7/2015,1/23/2015
10119,"MCKENNAN, SINDY",F,"$58,778.00 ",COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Therapist II,JAMES JOHNSON,Filled,11/5/2014,11/14/2014,11/20/2014,12/8/2014,12/16/2014,12/28/2014,1/7/2015,1/23/2015
10120,"ILIE, WILBURN",M,"$97,410.00 ",DEP,Department of Environmental Protection,Construction,Fulltime-Regular,Senior Engineer,PATRICIA WILLIAMS,Filled,10/22/2014,11/4/2014,11/14/2014,12/6/2014,12/19/2014,12/25/2014,1/6/2015,1/23/2015
10121,"SCHURZ, ROGELIO",M,"$132,600.00 ",POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Manager II,JOSEPH JACKSON,Filled,10/27/2014,11/5/2014,11/20/2014,12/11/2014,12/22/2014,12/28/2014,1/5/2015,1/23/2015
10122,"VEERMAN, MANDY",F,"$64,260.00 ",FIN,Department of Finance,Grants Accounting,Fulltime-Regular,Accountant/Auditor III,MICHAEL GARCIA,Filled,10/31/2014,11/8/2014,11/16/2014,12/13/2014,12/18/2014,12/27/2014,1/5/2015,1/23/2015
10123,"MAVERICK, SELINA",F,"$107,100.00 ",POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Senior Information Technology Specialist,JOSEPH JACKSON,Filled,11/1/2014,11/16/2014,11/21/2014,12/11/2014,12/21/2014,12/27/2014,1/4/2015,1/23/2015
10124,"LATCHISON, PAUL",M,"$59,341.00 ",POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,THOMAS WHITE,Filled,10/31/2014,11/6/2014,11/14/2014,11/30/2014,12/17/2014,12/26/2014,1/4/2015,1/23/2015
10125,"RALYEA, AL",M,"$39,062.00 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/6/2014,11/17/2014,11/28/2014,12/21/2014,1/4/2015,1/9/2015,1/17/2015,1/22/2015
10126,"DEMARTINIS, JAKE",M,"$39,062.00 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/7/2014,11/25/2014,12/7/2014,12/25/2014,1/4/2015,1/8/2015,1/16/2015,1/22/2015
10127,"TERRIER, BORIS",M,"$154,500.00 ",CEX,Offices of the County Executive,Chief Administrative Officer's Office,Fulltime-Regular,Development Ombudsman,MARY SMITH,Filled,11/29/2014,12/7/2014,12/13/2014,12/27/2014,1/1/2015,1/8/2015,1/16/2015,1/22/2015
10128,"KANATZAR, KIP",M,"$39,062.00 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/28/2014,11/14/2014,11/22/2014,12/12/2014,12/26/2014,1/2/2015,1/16/2015,1/22/2015
10129,"EVERSOLE, DINO",M,"$39,062.00 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/14/2014,11/28/2014,12/6/2014,12/23/2014,12/31/2014,1/9/2015,1/14/2015,1/22/2015
10130,"FEIGELSON, DWIGHT",M,"$39,062.00 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,10/24/2014,11/6/2014,11/24/2014,12/7/2014,12/20/2014,1/2/2015,1/14/2015,1/22/2015
10131,"PIERQUET, BRENTON",M,"$39,062.00 ",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/15/2014,11/22/2014,11/29/2014,12/14/2014,12/28/2014,1/8/2015,1/13/2015,1/22/2015
10132,"GLADD, PENNY",F,"$39,062.00 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/23/2014,10/30/2014,11/14/2014,11/29/2014,12/12/2014,12/22/2014,1/6/2015,1/22/2015
10133,"CASSIL, LAURETTA",F,"$28,000.00 ",LIB,Department of Public Libraries,Silver Spring Library,Parttime-Regular,Library Associate,RICHARD THOMAS,Filled,11/8/2014,11/24/2014,11/28/2014,12/16/2014,12/27/2014,1/6/2015,1/16/2015,1/21/2015
10134,"LYNGE, CARROLL",M,"$61,794.00 ",FRS,Fire and Rescue Services,Code Compliance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,JENNIFER MARTINEZ,Filled,11/8/2014,11/25/2014,12/7/2014,12/24/2014,1/6/2015,1/10/2015,1/15/2015,1/21/2015
10135,"CALKINS, GALE",M,"$45,080.00 ",LIB,Department of Public Libraries,Silver Spring Library,Fulltime-Regular,Library Associate,SUSAN HERNANDEZ,Filled,10/27/2014,11/6/2014,11/17/2014,12/6/2014,12/20/2014,1/4/2015,1/15/2015,1/21/2015
10136,"HASSELL, ROBBIN",F,"$48,824.00 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,RICHARD THOMAS,Filled,11/19/2014,12/6/2014,12/12/2014,12/31/2014,1/3/2015,1/7/2015,1/14/2015,1/21/2015
10137,"LOBES, LARRY",M,"$61,794.00 ",FRS,Fire and Rescue Services,Code Compliance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,JENNIFER MARTINEZ,Filled,10/29/2014,11/7/2014,11/21/2014,12/11/2014,12/28/2014,1/5/2015,1/14/2015,1/21/2015
10138,"GLAUNER, DELORA",F,"$58,778.00 ",HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,MARIA TAYLOR,Filled,11/14/2014,11/21/2014,11/26/2014,12/22/2014,1/5/2015,1/9/2015,1/13/2015,1/21/2015
10139,"DAVEY, SKYE",F,"$62,500.00 ",DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Alcohol Beverage Purchasing Specialist,JOHN BROWN,Filled,11/13/2014,11/23/2014,11/30/2014,12/19/2014,1/2/2015,1/8/2015,1/13/2015,1/21/2015
10140,"AMATO, DORIAN",M,"$81,865.00 ",DGS,Department of General Services,Administration and Budget,Fulltime-Regular,Management and Budget Specialist III,PATRICIA WILLIAMS,Filled,11/12/2014,11/21/2014,12/1/2014,12/20/2014,12/31/2014,1/8/2015,1/13/2015,1/21/2015
10141,"NAGELHOUT, JUNIOR",M,"$51,138.00 ",CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Program Specialist II,MARY SMITH,Filled,10/24/2014,11/8/2014,11/18/2014,12/9/2014,12/27/2014,1/3/2015,1/13/2015,1/21/2015
10142,"IGNASIAK, DEVIN",M,"$150,000.00 ",DLC,Department of Liquor Control,Operations,Fulltime-Regular,Manager II,JOHN BROWN,Filled,10/20/2014,11/6/2014,11/16/2014,12/7/2014,12/20/2014,12/27/2014,1/12/2015,1/21/2015
10143,"BARAD, TOBIE",F,"$56,106.00 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,RICHARD THOMAS,Filled,11/27/2014,12/4/2014,12/7/2014,12/20/2014,1/3/2015,1/8/2015,1/11/2015,1/21/2015
10144,"JIMENEZ, LEO",M,"$44,000.00 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,10/21/2014,10/28/2014,11/13/2014,12/4/2014,12/18/2014,1/3/2015,1/11/2015,1/21/2015
10145,"DEVAUL, LEE",M,"$64,744.00 ",REC,Department of Recreation,Automation,Fulltime-Regular,Information Technology Specialist I,THOMAS WHITE,Filled,11/4/2014,11/11/2014,11/25/2014,12/13/2014,12/27/2014,1/2/2015,1/11/2015,1/21/2015
10146,"ALTIMORE, TED",M,"$61,794.00 ",FRS,Fire and Rescue Services,Code Compliance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,WILLIAM WILSON,Filled,11/7/2014,11/15/2014,12/1/2014,12/19/2014,12/26/2014,1/2/2015,1/9/2015,1/21/2015
10147,"BAH, MICHEL",M,"$120,000.00 ",OHR,Office of Human Resources,Director's Office,Fulltime-Regular,Manager II,SUSAN HERNANDEZ,Filled,11/13/2014,11/24/2014,11/29/2014,12/11/2014,12/23/2014,12/31/2014,1/8/2015,1/21/2015
10148,"BEINING, AISHA",F,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,10/16/2014,11/6/2014,11/20/2014,12/7/2014,12/20/2014,12/26/2014,1/2/2015,1/21/2015
10149,"SAIIA, LENITA",F,"$48,000.00 ",PRO,Office of Procurement,Procurement Operations Section,Fulltime-Regular,Procurement Specialist IV,THOMAS WHITE,Filled,10/22/2014,10/29/2014,11/8/2014,11/26/2014,12/5/2014,12/20/2014,12/31/2014,1/21/2015
10150,"WEISLOGEL, ADAN",M,"$76,500.00 ",CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide IV,MARY SMITH,Filled,11/9/2014,11/19/2014,11/30/2014,12/20/2014,1/4/2015,1/11/2015,1/16/2015,1/20/2015
10151,"SUPINO, ZACHERY",M,"$82,620.00 ",FIN,Department of Finance,Payroll,Fulltime-Regular,Program Manager I,MICHAEL GARCIA,Filled,10/29/2014,11/15/2014,11/24/2014,12/13/2014,12/30/2014,1/8/2015,1/15/2015,1/20/2015
10152,"ANDEROSN, MICHEAL",M,"$75,110.76 ",HHS,Department of Health and Human Services,Nursing Home Inspections,Fulltime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,11/17/2014,11/28/2014,12/5/2014,12/19/2014,1/1/2015,1/4/2015,1/14/2015,1/20/2015
10153,"FENLEY, NOLA",F,"$210,120.00 ",DEP,Department of Environmental Protection,Director,Fulltime-Regular,Director Department of Environmental Protection,JAMES JOHNSON,Filled,11/15/2014,11/22/2014,12/3/2014,12/19/2014,12/29/2014,1/7/2015,1/13/2015,1/20/2015
10154,"KLEESCHULTE, EDMUNDO",M,"$48,858.00 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,10/30/2014,11/17/2014,11/23/2014,12/14/2014,12/29/2014,1/3/2015,1/11/2015,1/20/2015
10155,"DISSE, SHAUNA",F,"$98,205.60 ",DTS,Department of Technology Services,ESOD Server Support,Fulltime-Regular,Senior Information Technology Specialist,MICHAEL GARCIA,Filled,11/6/2014,11/19/2014,11/28/2014,12/14/2014,12/29/2014,1/4/2015,1/10/2015,1/20/2015
10156,"NICOLAE, TWANNA",F,"$132,600.00 ",CEC,Community Engagement Cluster,Commission for Women,Fulltime-Regular,Manager I,MARY SMITH,Filled,10/28/2014,11/7/2014,11/20/2014,12/5/2014,12/18/2014,12/30/2014,1/10/2015,1/20/2015
10157,"KINION, ALLEN",M,"$112,200.00 ",DTS,Department of Technology Services,ETSD Network Services,Fulltime-Regular,Senior Information Technology Specialist,MICHAEL GARCIA,Filled,10/15/2014,10/25/2014,11/9/2014,12/4/2014,12/17/2014,12/28/2014,1/10/2015,1/20/2015
10158,"MOEHLE, ROYAL",M,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/10/2014,11/19/2014,11/26/2014,12/16/2014,12/25/2014,12/29/2014,1/8/2015,1/20/2015
10159,"ANSARY, DAYLE",F,"$15,969.12 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,11/4/2014,11/17/2014,11/24/2014,12/11/2014,12/20/2014,12/28/2014,1/8/2015,1/20/2015
10160,"KREN, PEDRO",M,"$106,641.00 ",DTS,Department of Technology Services,ERP Access Control,Fulltime-Regular,Senior Information Technology Specialist,MICHAEL GARCIA,Filled,10/30/2014,11/11/2014,11/21/2014,12/10/2014,12/20/2014,12/27/2014,1/6/2015,1/20/2015
10161,"WEHRI, REY",M,"$44,080.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/16/2014,11/20/2014,11/30/2014,12/15/2014,12/28/2014,1/1/2015,1/5/2015,1/20/2015
10162,"ZBORIL, THERESIA",F,"$53,000.00 ",DEP,Department of Environmental Protection,Solid Waste Services Recycling,Fulltime-Regular,Program Specialist I,JAMES JOHNSON,Filled,11/30/2014,12/14/2014,12/18/2014,12/27/2014,1/5/2015,1/11/2015,1/13/2015,1/19/2015
10163,"HOLTHUSEN, KURT",M,"$102,500.00 ",PRO,Office of Procurement,Procurement Operations Section,Fulltime-Regular,Manager III,THOMAS WHITE,Filled,10/26/2014,11/2/2014,11/21/2014,12/13/2014,12/26/2014,1/3/2015,1/10/2015,1/19/2015
10164,"CIRIC, ISABELL",F,"$80,000.00 ",FIN,Department of Finance,Accounts Payable,Fulltime-Regular,Senior Financial Specialist,MICHAEL GARCIA,Filled,10/30/2014,11/9/2014,11/17/2014,12/11/2014,12/24/2014,1/1/2015,1/9/2015,1/19/2015
10165,"DEICHERT, OZELLA",F,"$51,138.00 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,MARIA TAYLOR,Filled,11/10/2014,11/15/2014,11/19/2014,12/9/2014,12/21/2014,12/27/2014,1/9/2015,1/19/2015
10166,"BOGUSCH, RAYMUNDO",M,"$85,959.30 ",FRS,Fire and Rescue Services,Training Academy Administration and Operations,Fulltime-Regular,Program Manager II,ELIZABETH RODRIGUEZ,Filled,11/7/2014,11/15/2014,11/25/2014,12/14/2014,12/28/2014,1/1/2015,1/7/2015,1/19/2015
10167,"KOSTAK, LADONNA",F,"$76,913.00 ",HHS,Department of Health and Human Services,Health Care and Group Residential Services,Fulltime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,11/5/2014,11/9/2014,11/18/2014,12/13/2014,12/24/2014,1/1/2015,1/7/2015,1/19/2015
10168,"ROELLIG, LATISHA",F,"$77,772.70 ",FRS,Fire and Rescue Services,Training Academy Administration and Operations,Fulltime-Regular,Program Manager II,WILLIAM WILSON,Filled,10/8/2014,11/2/2014,11/13/2014,12/6/2014,12/19/2014,12/27/2014,1/2/2015,1/19/2015
10169,"NAKACHI, BROOKS",M,"$31,620.00 ",DGS,Department of General Services,Administration and Budget,Fulltime-Regular,Office Clerk,PATRICIA WILLIAMS,Filled,11/15/2014,11/25/2014,12/3/2014,12/17/2014,12/25/2014,1/1/2015,1/12/2015,1/18/2015
10170,"CAMBERN, THEODORE",M,"$163,200.00 ",OHR,Office of Human Resources,Labor and Employee Relations,Fulltime-Regular,Manager I,SUSAN HERNANDEZ,Filled,10/29/2014,11/11/2014,11/23/2014,12/13/2014,12/22/2014,1/1/2015,1/12/2015,1/18/2015
10171,"SORBEL, PETRONILA",F,"$80,580.00 ",FIN,Department of Finance,Tax Operations,Fulltime-Regular,Program Manager II,MICHAEL GARCIA,Filled,10/26/2014,11/9/2014,11/17/2014,12/9/2014,12/24/2014,1/3/2015,1/11/2015,1/18/2015
10172,"VIRGIL, JAIME",F,"$40,731.00 ",HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Housing Code Inspector III,JENNIFER MARTINEZ,Filled,11/1/2014,11/13/2014,11/20/2014,12/9/2014,12/22/2014,12/29/2014,1/11/2015,1/18/2015
10173,"MOYNA, GILLIAN",F,"$47,985.00 ",HHS,Department of Health and Human Services,Social Services Officer,Fulltime-Regular,Program Manager - Sr II,DAVID ANDERSON,Filled,10/26/2014,11/8/2014,11/17/2014,12/12/2014,12/23/2014,12/31/2014,1/10/2015,1/18/2015
10174,"PIERQUET, LAURENCE",M,"$78,540.00 ",OMB,Office of Management and Budget,Capital Budget Management,Fulltime-Regular,Senior Management and Budget Specialist,CHARLES MOORE,Filled,11/14/2014,11/21/2014,11/29/2014,12/18/2014,1/3/2015,1/8/2015,1/9/2015,1/18/2015
10175,"LUPPENS, EDDA",F,"$37,259.58 ",HHS,Department of Health and Human Services,Educational Support,Parttime-Regular,Program Manager I,JENNIFER MARTINEZ,Filled,11/16/2014,11/25/2014,11/30/2014,12/23/2014,12/28/2014,1/1/2015,1/9/2015,1/18/2015
10176,"SCATURRO, GORDON",M,"$24,559.64 ",DLC,Department of Liquor Control,Beer Delivery Operations,Parttime-Regular,Warehouse Worker,JOHN BROWN,Filled,10/16/2014,11/5/2014,11/14/2014,12/4/2014,12/21/2014,12/28/2014,1/7/2015,1/18/2015
10177,"WHANN, WILDA",F,"$15,969.12 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,DOROTHY THOMPSON,Filled,10/16/2014,10/26/2014,11/3/2014,11/16/2014,11/26/2014,12/10/2014,12/24/2014,1/18/2015
10178,"STADLER, ANGEL",M,"$39,062.00 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/4/2014,11/12/2014,11/26/2014,12/10/2014,12/23/2014,12/31/2014,1/6/2015,1/17/2015
10179,"MCGAFFIGAN, ERICKA",F,"$53,700.00 ",HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,Fulltime-Regular,Program Specialist II,MARIA TAYLOR,Filled,10/31/2014,11/19/2014,11/30/2014,12/19/2014,12/28/2014,1/2/2015,1/8/2015,1/16/2015
10180,"RIVENBURG, SAM",F,"$54,250.00 ",HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,Fulltime-Regular,Program Specialist II,MARIA TAYLOR,Filled,11/1/2014,11/14/2014,11/29/2014,12/18/2014,12/25/2014,1/1/2015,1/8/2015,1/16/2015
